rowid;name;part_sp;rate_abs;page_resp
5535;незадоволений;прикметник;82;111
5536;нервовий;прикметник;82;111
5538;обійти;дієсл.;82;111
5540;перекладати;дієсл.;82;111
5541;перемовини;ім. множ.;82;111
5542;пласт;ім. ч. р.;82;111
5543;платний;прикметник;82;111
5544;побажати;дієсл.;82;111
5546;продуктивний;прикметник;82;111
5547;простежуватися;дієсл.;82;111
5545;прірва;ім. ж. р.;82;111
5548;реставрація;ім. ж. р.;82;111
5549;риторичний;прикметник;82;111
5550;розвинутий;прикметник;82;111
5551;розпоряджатися;дієсл.;82;112
5552;руйнація;ім. ж. р.;82;112
5553;русло;ім. с. р.;82;112
5554;спрямовуватися;дієсл.;82;112
5555;турбіна;ім. ж. р.;82;112
5563;Грушевський;ім. ч. р.;81;112
5571;Караваєв;ім. ч. р.;81;112
5575;Литва;ім. ж. р.;81;112
5577;Микита;ім. ч. р.;81;112
5602;Руслан;ім. ч. р.;81;113
5556;арк;;81;112
5557;асоціюватися;дієсл.;81;112
5558;безплатний;прикметник;81;112
5559;бесіда;ім. ж. р.;81;112
5560;бігти;дієсл.;81;112
5561;ворота;ім. множ.;81;112
5562;відзначатися;дієсл.;81;112
5564;дзвінок;ім. ч. р.;81;112
5565;дивіденд;ім. ч. р.;81;112
5566;добір;ім. ч. р.;81;112
5569;з-за;прийм.;81;112
5567;затребуваний;прикметник;81;112
5570;зростаючий;прикметник;81;112
5573;класика;ім. ж. р.;81;112
5568;конче;прислівн.;81;112
5574;курорт;ім. ч. р.;81;112
5572;кінотеатр;ім. ч. р.;81;112
5576;маєток;ім. ч. р.;81;112
5578;миттєво;прислівн.;81;112
5579;модний;прикметник;81;112
5580;морально;прислівн.;81;112
5581;наголошуватися;дієсл.;81;112
5582;надіслати;дієсл.;81;112
5583;накласти;дієсл.;81;112
5584;налічуватися;дієсл.;81;112
5585;насичений;прикметник;81;112
5586;непросто;прислівн.;81;112
5587;оперувати;дієсл.;81;112
5588;опинятися;дієсл.;81;112
5598;п'ятниця;ім. ж. р.;81;112
5589;переворот;ім. ч. р.;81;112
5590;переконливо;прислівн.;81;112
5591;періодичний;прикметник;81;112
5593;повнота;ім. ж. р.;81;112
5594;попереджати;дієсл.;81;112
5595;проводитися;дієсл.;81;112
5596;прозвучати;дієсл.;81;112
5597;професійно;прислівн.;81;112
5592;підготовлено;форма на -но/-то;81;112
5599;радикально;прислівн.;81;112
5600;ритм;ім. ч. р.;81;112
5601;середньовічний;прикметник;81;113
5603;сертифікація;ім. ж. р.;81;113
5605;старіння;ім. с. р.;81;113
5606;суперник;ім. ч. р.;81;113
5604;сізо;;81;113
5607;терапія;ім. ж. р.;81;113
5608;тренер;ім. ч. р.;81;113
5609;украй;прислівн.;81;113
5610;фортеця;ім. ж. р.;81;113
5611;хvіі;;81;113
5612;штука;ім. ж. р.;81;113
5618;в'язень;ім. ч. р.;80;113
5613;видіти;дієсл.;80;113
5614;виживати;дієсл.;80;113
5615;вирушити;дієсл.;80;113
5617;вокзал;ім. ч. р.;80;113
5616;відводити;дієсл.;80;113
5619;граничний;прикметник;80;113
5620;донести;дієсл.;80;113
5621;душевний;прикметник;80;113
5622;житомирський;прикметник;80;113
5623;задній;прикметник;80;113
5625;знижуватися;дієсл.;80;113
5626;зникнення;ім. с. р.;80;113
5627;знищувати;дієсл.;80;113
5628;зупинка;ім. ж. р.;80;113
5630;клінічний;прикметник;80;113
5631;ковбаса;ім. ж. р.;80;113
5632;компартія;ім. ж. р.;80;113
5633;консультативний;прикметник;80;113
5624;кооператив;ім. ч. р.;80;113
5635;маневр;ім. ч. р.;80;113
5636;манера;ім. ж. р.;80;113
5637;нану;;80;113
5638;негатив;ім. ч. р.;80;113
5639;недосконалий;прикметник;80;113
5640;недоторканність;ім. ж. р.;80;113
5641;немов;сполучн.;80;113
5634;нпз;;80;113
5642;опалення;ім. с. р.;80;113
5643;пасивний;прикметник;80;113
5644;переконливий;прикметник;80;113
5645;печатка;ім. ж. р.;80;113
5646;платіжний;прикметник;80;113
5647;пляшка;ім. ж. р.;80;113
5652;по-справжньому;прислівн.;80;114
5648;поза;ім. ж. р.;80;113
5649;поліцейський;прикметник;80;113
5650;портфель;ім. ч. р.;80;113
5651;поселення;ім. с. р.;80;114
5653;поставлено;форма на -но/-то;80;114
5654;приїзд;ім. ч. р.;80;114
5655;резервний;прикметник;80;114
5656;ручний;прикметник;80;114
5657;садок;ім. ч. р.;80;114
5658;сексуальний;прикметник;80;114
5659;синдром;ім. ч. р.;80;114
5660;стандартний;прикметник;80;114
5661;стримування;ім. с. р.;80;114
5662;терористичний;прикметник;80;114
5663;технікум;ім. ч. р.;80;114
5664;торкатися;дієсл.;80;114
5665;уява;ім. ж. р.;80;114
5666;фрагмент;ім. ч. р.;80;114
5667;ціннісний;прикметник;80;114
5668;шанувальник;ім. ч. р.;80;114
5669;швейцарський;прикметник;80;114
5629;іv;;80;113
5702;Найперше;прислівн.;79;115
5730;Чорновіл;ім. ч. р.;79;115
5670;абстрактний;прикметник;79;114
5671;активізувати;дієсл.;79;114
5672;акторський;прикметник;79;114
5673;амбулаторія;ім. ж. р.;79;114
5674;бандит;ім. ч. р.;79;114
5675;варта;ім. ж. р.;79;114
5676;визволення;ім. с. р.;79;114
5677;виключний;прикметник;79;114
5678;вилучити;дієсл.;79;114
5679;голодний;прикметник;79;114
5680;гпу;;79;114
5681;дебати;ім. множ.;79;114
5683;доказування;ім. с. р.;79;114
5684;домінуючий;прикметник;79;114
5682;ефективніший;прикметник;79;114
5685;життєво;прислівн.;79;114
5686;жовтневий;прикметник;79;114
5687;задача;ім. ж. р.;79;114
5688;зумовити;дієсл.;79;114
5692;ймовірний;прикметник;79;114
5693;католицький;прикметник;79;114
5694;кдб;;79;114
5695;кк;;79;114
5696;клопотання;ім. с. р.;79;114
5697;контролюючий;прикметник;79;114
5701;м'який;прикметник;79;115
5699;методологічний;прикметник;79;114
5700;меценат;ім. ч. р.;79;114
5703;найрізноманітніший;прикметник;79;115
5704;науково;прислівн.;79;115
5705;недарма;прислівн.;79;115
5706;непорозуміння;ім. с. р.;79;115
5707;норматив;ім. ч. р.;79;115
5698;нотаріус;ім. ч. р.;79;114
5708;оптимістичний;прикметник;79;115
5709;пасажирський;прикметник;79;115
5710;пк;;79;115
5711;подробиця;ім. ж. р.;79;115
5713;покинути;дієсл.;79;115
5714;поміж;прийм.;79;115
5715;потягти;дієсл.;79;115
5712;поєднати;дієсл.;79;115
5716;приїздити;дієсл.;79;115
5717;прогнозування;ім. с. р.;79;115
5718;реалізовано;форма на -но/-то;79;115
5719;резонанс;ім. ч. р.;79;115
5720;романтичний;прикметник;79;115
5721;спрощення;ім. с. р.;79;115
5722;стурбованість;ім. ж. р.;79;115
5723;супутник;ім. ч. р.;79;115
5724;танок;ім. ч. р.;79;115
5725;техногенний;прикметник;79;115
5726;тішити;дієсл.;79;115
5727;фізично;прислівн.;79;115
5728;чиновницький;прикметник;79;115
5729;чорнобилець;ім. ч. р.;79;115
5689;інтелектуал;ім. ч. р.;79;114
5690;іронія;ім. ж. р.;79;114
5691;істинний;прикметник;79;114
5731;Андрухович;ім. ч. р.;78;115
5760;Те;част.;78;116
5732;визначний;прикметник;78;115
5733;виправдати;дієсл.;78;115
5736;впродовж;прийм.;78;115
5735;відносний;прикметник;78;115
5737;гарно;прислівн.;78;115
5734;горілка;ім. ж. р.;78;115
5738;дискурс;ім. ч. р.;78;115
5739;доведений;прикметник;78;115
5740;долати;дієсл.;78;115
5741;загадковий;прикметник;78;115
5742;засудити;дієсл.;78;115
5744;крах;ім. ч. р.;78;115
5745;кукурудза;ім. ж. р.;78;115
5746;об'єднуватися;дієсл.;78;115
5747;окреслити;дієсл.;78;115
5748;оперативно;прислівн.;78;115
5750;оплачувати;дієсл.;78;115
5749;опіка;ім. ж. р.;78;115
5751;орендний;прикметник;78;116
5752;оформити;дієсл.;78;116
5753;перемагати;дієсл.;78;116
5754;продюсер;ім. ч. р.;78;116
5755;прокурорський;прикметник;78;116
5756;психічний;прикметник;78;116
5757;раб;ім. ч. р.;78;116
5758;соціалізація;ім. ж. р.;78;116
5759;спеціалізація;ім. ж. р.;78;116
5761;тричі;прислівн.;78;116
5762;угіддя;ім. с. р.;78;116
5763;штатний;прикметник;78;116
